inspection_id,inspection_date,region,application,voltage_class,installation_year,cable_age_years,cable_length_km,rated_voltage_kV,soil_corrosivity_index,ambient_temp_C,humidity_percent,load_factor,overload_events_last_year,fault_history_count,maintenance_score,months_since_maintenance,partial_discharge_pC,insulation_resistance_MOhm,tan_delta,health_index,risk_level,replacement_urgency_years,xlpe_demand_tons
INS-01068,2025-04-07,UAE,Power Distribution (MV),LV (<1kV),2015,10,6.56,0.4,0.81,36.2,39.0,0.859,3,0,0.799,11,9.57,4465.0,0.00449,83.2,Low,15.0,2.62
INS-01069,2023-05-07,UAE,Telecommunications,EHV (>150kV),2011,14,0.91,220.0,0.825,31.6,45.7,0.602,0,3,0.841,29,16.91,3727.0,0.00762,63.9,Medium,13.4,2.77
INS-01070,2024-07-19,UAE,Power Transmission (HV),LV (<1kV),2006,19,47.37,0.4,0.905,36.8,53.2,0.613,1,2,0.984,9,11.09,4582.0,0.00725,68.6,Medium,10.8,24.25
INS-01071,2023-09-28,UAE,Construction/Building,LV (<1kV),2019,6,2.13,0.4,0.814,43.7,49.7,0.539,1,0,1.0,24,0.0,4868.0,0.00142,100.0,Low,15.0,0.85
INS-01072,2025-05-27,UAE,Power Transmission (HV),LV (<1kV),2016,9,34.32,0.4,0.94,29.2,56.5,0.724,1,0,0.631,9,1.03,4984.0,0.00374,93.8,Low,14.8,13.91
INS-01073,2023-09-14,UAE,Construction/Building,MV (1-35kV),2010,15,4.35,11.0,0.815,31.4,46.9,0.794,1,1,1.0,26,12.94,4423.0,0.00501,79.0,Low,15.0,3.26
INS-01074,2023-08-17,UAE,Renewable Energy,HV (35-150kV),2013,12,3.0,66.0,0.632,46.9,51.9,0.744,0,0,0.992,6,5.94,4877.0,0.00347,98.8,Low,15.0,4.5
INS-01075,2023-10-07,UAE,Renewable Energy,LV (<1kV),2006,19,3.11,0.4,0.747,39.9,75.6,0.778,0,3,0.818,7,25.55,4065.0,0.00809,55.5,Medium,9.6,1.69
INS-01076,2024-06-11,UAE,Renewable Energy,LV (<1kV),2015,10,4.96,0.4,0.875,33.2,30.6,0.642,0,1,0.738,9,5.74,4375.0,0.0044,87.1,Low,15.0,1.98
INS-01077,2024-05-30,UAE,Telecommunications,HV (35-150kV),2014,11,1.54,66.0,0.763,38.8,39.3,0.772,0,1,0.736,6,5.64,3689.0,0.00398,83.8,Low,15.0,2.31
INS-01078,2024-03-06,UAE,Power Distribution (MV),HV (35-150kV),2008,17,9.09,66.0,0.735,38.9,43.6,0.638,1,1,0.855,13,9.09,3915.0,0.00569,74.3,Low,13.4,15.09
INS-01079,2025-09-05,UAE,Construction/Building,EHV (>150kV),2016,9,2.16,220.0,0.716,36.7,53.0,0.735,0,0,0.819,19,8.65,4403.0,0.00231,95.9,Low,15.0,5.94
INS-01080,2023-04-09,UAE,Power Transmission (HV),MV (1-35kV),2017,8,14.07,11.0,0.929,39.2,41.2,0.637,0,0,1.0,15,6.24,4529.0,0.00171,99.8,Low,15.0,10.55
INS-01081,2024-04-10,UAE,Telecommunications,MV (1-35kV),2017,8,1.91,11.0,0.784,40.7,38.8,0.789,0,0,0.679,5,0.0,4802.0,0.00271,100.0,Low,15.0,1.43
INS-01082,2024-06-25,UAE,Power Distribution (MV),MV (1-35kV),2013,12,1.83,11.0,0.874,33.7,30.7,0.734,0,1,1.0,18,0.3,5139.0,0.00449,95.2,Low,15.0,1.37
INS-01083,2024-07-19,UAE,Construction/Building,LV (<1kV),2011,14,0.87,0.4,0.714,38.6,48.9,0.761,1,1,0.93,28,9.19,4710.0,0.00398,84.0,Low,15.0,0.35
INS-01084,2024-01-03,UAE,Power Distribution (MV),MV (1-35kV),2013,12,8.43,11.0,0.975,35.5,44.7,0.662,1,0,1.0,2,1.75,4720.0,0.00307,94.0,Low,15.0,6.32
INS-01085,2024-05-12,UAE,Construction/Building,MV (1-35kV),2021,4,4.16,11.0,0.825,38.4,53.9,0.613,0,3,0.851,9,15.34,5588.0,0.00604,87.0,Low,15.0,3.12
INS-01086,2023-03-25,UAE,Telecommunications,LV (<1kV),2010,15,2.04,0.4,0.969,34.5,37.3,0.564,0,3,1.0,20,11.31,4130.0,0.00718,68.7,Medium,14.4,0.85
INS-01087,2023-06-30,UAE,Telecommunications,LV (<1kV),2012,13,2.08,0.4,0.717,35.3,48.1,0.674,0,2,1.0,28,14.82,4588.0,0.00715,79.2,Low,15.0,0.83
INS-01088,2023-11-16,UAE,Industrial,EHV (>150kV),2017,8,1.79,220.0,0.687,35.4,46.5,0.74,0,0,0.698,5,2.04,4655.0,0.00339,99.6,Low,15.0,4.92
INS-01089,2023-10-09,UAE,Telecommunications,LV (<1kV),2023,2,0.97,0.4,0.753,36.0,38.0,0.693,1,0,0.789,33,0.0,5455.0,0.00094,100.0,Low,15.0,0.39
INS-01090,2024-07-19,UAE,Construction/Building,HV (35-150kV),2014,11,3.68,66.0,0.823,34.2,65.2,0.69,0,0,0.641,8,11.5,4137.0,0.0029,86.7,Low,15.0,5.52
INS-01091,2025-03-03,UAE,Power Distribution (MV),LV (<1kV),2022,3,2.29,0.4,0.71,31.9,45.9,0.673,1,0,1.0,33,0.0,5917.0,0.00181,100.0,Low,15.0,0.92
INS-01092,2023-10-28,UAE,Renewable Energy,MV (1-35kV),2008,17,2.11,11.0,0.852,35.0,51.9,0.727,0,2,0.882,29,20.3,4430.0,0.00605,68.3,Medium,11.8,1.92
INS-01093,2024-10-11,UAE,Power Transmission (HV),LV (<1kV),2014,11,25.79,0.4,0.782,37.8,37.6,0.668,0,2,0.83,32,18.39,4706.0,0.00579,77.9,Low,12.3,12.17
INS-01094,2025-04-05,UAE,Power Transmission (HV),LV (<1kV),2017,8,19.95,0.4,0.818,39.4,44.1,0.595,1,1,1.0,26,5.6,5088.0,0.00513,94.3,Low,14.9,8.03
INS-01095,2024-09-01,UAE,Industrial,LV (<1kV),2016,9,3.47,0.4,0.773,33.9,59.2,0.735,0,1,1.0,25,6.87,5725.0,0.00393,99.7,Low,15.0,1.39
INS-01096,2024-05-05,UAE,Renewable Energy,HV (35-150kV),2018,7,2.5,66.0,0.624,36.7,32.4,0.716,2,0,1.0,34,1.85,5164.0,0.00411,100.0,Low,15.0,3.75
INS-01097,2024-01-16,UAE,Telecommunications,MV (1-35kV),2018,7,2.61,11.0,0.787,35.5,38.7,0.717,1,0,0.937,28,0.8,4602.0,0.00248,100.0,Low,15.0,1.96
INS-01098,2024-04-11,UAE,Power Transmission (HV),LV (<1kV),2012,13,13.21,0.4,0.585,34.2,40.6,0.663,1,1,0.938,25,14.69,4635.0,0.00435,83.3,Low,13.1,5.95
INS-01099,2023-03-15,UAE,Power Transmission (HV),HV (35-150kV),2017,8,49.51,66.0,0.848,34.7,42.4,0.646,2,0,1.0,12,0.0,4898.0,0.00184,99.5,Low,15.0,74.26
INS-01100,2025-05-14,UAE,Power Distribution (MV),HV (35-150kV),2009,16,6.71,66.0,0.815,28.4,49.4,0.728,1,3,1.0,13,23.9,3832.0,0.0076,58.1,Medium,10.5,13.08
INS-01101,2025-05-31,UAE,Power Distribution (MV),HV (35-150kV),2014,11,3.68,66.0,0.808,40.2,55.7,0.699,1,1,0.931,3,5.11,4954.0,0.00536,89.2,Low,15.0,5.52
INS-01102,2024-12-20,UAE,Construction/Building,EHV (>150kV),2019,6,4.36,220.0,0.624,30.8,57.2,0.737,0,1,0.661,13,0.0,3607.0,0.00369,92.7,Low,15.0,11.99
INS-01103,2025-03-24,UAE,Power Transmission (HV),EHV (>150kV),2015,10,5.17,220.0,0.753,41.1,34.5,0.643,2,0,1.0,12,0.0,3700.0,0.00285,91.5,Low,14.4,14.79
INS-01104,2024-02-17,UAE,Power Distribution (MV),MV (1-35kV),2012,13,1.25,11.0,0.945,33.6,45.8,0.657,0,1,0.831,15,1.56,4821.0,0.00552,88.0,Low,15.0,0.94
INS-01105,2023-07-16,UAE,Renewable Energy,MV (1-35kV),2012,13,4.99,11.0,0.796,39.5,39.4,0.704,0,4,0.801,34,15.61,4355.0,0.0082,63.3,Medium,10.9,4.77
INS-01106,2023-03-13,UAE,Construction/Building,EHV (>150kV),2015,10,3.59,220.0,0.951,28.6,53.9,0.96,6,1,1.0,25,0.0,4433.0,0.00456,75.4,Low,15.0,9.87
INS-01107,2025-11-19,UAE,Renewable Energy,HV (35-150kV),2011,14,2.23,66.0,0.791,37.3,45.7,0.696,1,1,0.952,19,6.22,4768.0,0.00395,85.3,Low,14.7,3.41
INS-01108,2024-08-01,UAE,Power Distribution (MV),EHV (>150kV),2017,8,8.61,220.0,0.876,34.0,57.9,0.58,1,1,0.977,12,0.0,5254.0,0.00352,97.8,Low,15.0,23.68
INS-01109,2023-01-04,UAE,Power Transmission (HV),MV (1-35kV),2018,7,28.31,11.0,0.704,33.1,60.7,0.625,0,2,0.932,32,5.02,4616.0,0.00515,91.5,Low,14.4,22.08
INS-01110,2024-09-04,UAE,Power Transmission (HV),LV (<1kV),2017,8,14.33,0.4,0.856,24.6,34.6,0.605,1,2,0.82,23,17.66,4609.0,0.0026,79.1,Low,12.5,6.69
INS-01111,2023-09-04,UAE,Construction/Building,HV (35-150kV),2014,11,4.14,66.0,0.657,31.6,58.0,0.679,1,2,0.812,21,11.03,4013.0,0.00583,76.0,Low,15.0,6.21
INS-01112,2023-09-29,UAE,Power Distribution (MV),EHV (>150kV),2013,12,5.65,220.0,0.728,32.0,43.5,0.587,0,2,0.829,18,13.91,4086.0,0.00654,76.0,Low,13.7,16.88
INS-01113,2024-02-04,UAE,Industrial,MV (1-35kV),2014,11,4.17,11.0,0.668,32.0,31.8,0.714,0,0,1.0,25,4.2,4942.0,0.00325,100.0,Low,15.0,3.13
INS-01114,2025-05-10,UAE,Construction/Building,LV (<1kV),2008,17,3.3,0.4,0.951,34.8,17.6,0.739,0,2,0.648,13,22.99,3837.0,0.0082,58.4,Medium,13.1,1.49
INS-01115,2024-03-05,UAE,Telecommunications,MV (1-35kV),2019,6,4.2,11.0,0.749,35.1,35.7,0.59,1,0,0.927,3,0.0,5040.0,0.00292,100.0,Low,15.0,3.15
INS-01116,2023-07-11,UAE,Industrial,EHV (>150kV),2007,18,4.96,220.0,0.686,33.8,39.0,0.599,0,0,0.739,25,6.48,3541.0,0.00428,80.0,Low,15.0,13.64
INS-01117,2025-10-25,UAE,Industrial,HV (35-150kV),2014,11,1.69,66.0,0.737,41.4,39.5,0.773,2,2,0.995,7,15.02,4999.0,0.00591,77.9,Low,15.0,2.54
INS-01118,2025-03-25,UAE,Construction/Building,EHV (>150kV),2015,10,2.98,220.0,0.763,37.0,45.1,0.794,0,0,0.872,24,3.89,6038.0,0.00236,100.0,Low,15.0,8.2
INS-01119,2023-04-23,UAE,Power Distribution (MV),HV (35-150kV),2017,8,4.18,66.0,0.722,33.2,53.3,0.641,1,1,0.742,28,4.0,3712.0,0.00545,85.1,Low,15.0,6.27
INS-01120,2024-05-03,UAE,Power Distribution (MV),HV (35-150kV),2011,14,8.53,66.0,0.85,40.3,54.1,0.769,1,0,0.749,29,5.44,4955.0,0.00349,88.2,Low,15.0,12.79
INS-01121,2023-09-12,UAE,Renewable Energy,MV (1-35kV),2014,11,3.66,11.0,0.722,29.5,47.5,0.596,0,1,0.794,12,2.4,4044.0,0.00519,87.9,Low,15.0,2.74
INS-01122,2023-08-07,UAE,Telecommunications,HV (35-150kV),2011,14,3.03,66.0,1.0,35.1,40.9,0.618,0,2,0.764,19,18.49,3610.0,0.00713,64.9,Medium,13.6,4.97
INS-01123,2024-05-12,UAE,Telecommunications,HV (35-150kV),2011,14,4.18,66.0,0.719,39.7,27.9,0.69,1,3,0.73,11,23.0,4536.0,0.0063,62.0,Medium,13.0,7.11
INS-01124,2025-04-07,UAE,Industrial,LV (<1kV),2008,17,0.76,0.4,0.716,34.2,37.5,0.562,2,2,1.0,33,20.31,5048.0,0.00739,67.8,Medium,13.2,0.34
INS-01125,2025-09-30,UAE,Renewable Energy,MV (1-35kV),2009,16,3.65,11.0,0.689,48.8,35.7,0.658,2,5,0.974,31,24.23,4132.0,0.00795,47.1,High,8.1,4.0
INS-01126,2025-07-10,UAE,Power Distribution (MV),LV (<1kV),2013,12,2.32,0.4,0.795,34.4,45.0,0.656,0,0,0.997,15,2.08,3563.0,0.00369,92.5,Low,15.0,0.93
INS-01127,2024-05-08,UAE,Telecommunications,HV (35-150kV),2009,16,0.52,66.0,0.879,34.7,44.8,0.767,0,1,0.636,17,17.02,4063.0,0.00663,70.0,Low,14.7,0.8
INS-01128,2025-09-14,UAE,Power Transmission (HV),LV (<1kV),2008,17,20.48,0.4,0.605,30.0,24.0,0.543,1,4,0.669,21,13.35,4389.0,0.00561,58.0,Medium,9.1,11.41
INS-01129,2023-11-16,UAE,Power Distribution (MV),EHV (>150kV),2022,3,8.33,220.0,0.829,34.5,37.8,0.585,2,0,0.806,14,0.0,5115.0,0.00313,100.0,Low,15.0,22.91
INS-01130,2025-06-26,UAE,Telecommunications,MV (1-35kV),2006,19,1.06,11.0,0.786,39.1,31.8,0.64,1,1,1.0,8,7.23,2878.0,0.00707,68.6,Medium,14.4,0.83
INS-01131,2025-11-29,UAE,Renewable Energy,LV (<1kV),2007,18,3.47,0.4,0.782,29.6,37.9,0.631,0,2,0.805,28,10.33,3823.0,0.00561,68.8,Medium,11.9,1.67
INS-01132,2023-04-28,UAE,Telecommunications,LV (<1kV),2006,19,1.68,0.4,0.73,32.5,37.9,0.635,1,2,1.0,14,24.05,3957.0,0.00814,60.6,Medium,12.7,0.78
INS-01133,2025-09-23,UAE,Telecommunications,LV (<1kV),2013,12,1.13,0.4,0.603,39.0,40.3,0.552,1,2,0.776,10,21.95,4480.0,0.00516,72.1,Low,15.0,0.45
INS-01134,2023-03-18,UAE,Power Distribution (MV),HV (35-150kV),2013,12,4.3,66.0,0.862,40.9,53.8,0.718,0,0,0.808,11,7.4,4866.0,0.00361,92.9,Low,15.0,6.45
INS-01135,2024-05-24,UAE,Construction/Building,LV (<1kV),2024,1,4.47,0.4,0.657,38.3,56.8,0.669,1,0,0.758,9,1.24,4660.0,0.00071,100.0,Low,15.0,1.79
INS-01136,2023-05-01,UAE,Industrial,MV (1-35kV),2013,12,2.84,11.0,0.721,32.4,30.3,0.676,1,1,0.782,4,3.39,5051.0,0.004,88.7,Low,15.0,2.13
INS-01137,2025-07-30,UAE,Power Distribution (MV),MV (1-35kV),2009,16,5.29,11.0,0.66,33.4,43.3,0.811,0,2,0.892,3,9.78,4180.0,0.00713,75.0,Low,13.5,4.36
INS-01138,2023-05-01,UAE,Telecommunications,EHV (>150kV),2009,16,2.4,220.0,0.895,34.1,48.0,0.497,1,1,0.832,2,9.59,4010.0,0.00571,73.7,Low,15.0,6.6
INS-01139,2023-08-19,UAE,Construction/Building,LV (<1kV),2016,9,2.76,0.4,0.871,37.5,69.1,0.461,0,2,0.96,4,3.3,3645.0,0.00525,83.8,Low,15.0,1.1
INS-01140,2023-03-17,UAE,Power Transmission (HV),HV (35-150kV),2016,9,48.92,66.0,0.898,30.4,39.7,0.812,1,1,0.922,11,5.24,5930.0,0.00321,96.5,Low,15.0,73.38
INS-01141,2025-01-25,UAE,Industrial,MV (1-35kV),2013,12,0.19,11.0,0.848,31.2,42.3,0.659,1,0,0.872,5,8.63,4213.0,0.00231,87.8,Low,15.0,0.14
INS-01142,2025-07-31,UAE,Industrial,MV (1-35kV),2019,6,4.45,11.0,0.623,30.1,37.8,0.701,0,0,0.987,6,3.86,5263.0,0.00213,100.0,Low,15.0,3.34
INS-01143,2025-11-22,UAE,Construction/Building,MV (1-35kV),2007,18,1.24,11.0,1.0,37.9,21.6,0.859,4,4,0.926,27,22.9,3514.0,0.00784,37.5,High,8.4,1.34
INS-01144,2025-03-10,UAE,Renewable Energy,LV (<1kV),2022,3,3.69,0.4,0.821,42.2,55.8,0.67,0,0,0.917,11,1.5,5016.0,0.00092,100.0,Low,15.0,1.48
INS-01145,2024-10-14,UAE,Renewable Energy,MV (1-35kV),2014,11,0.4,11.0,0.801,27.3,27.6,0.767,0,1,0.61,18,11.26,5526.0,0.00529,87.3,Low,15.0,0.3
INS-01146,2024-04-19,UAE,Renewable Energy,MV (1-35kV),2018,7,2.47,11.0,0.733,33.6,35.2,0.715,0,1,0.661,6,9.94,5606.0,0.0025,96.0,Low,15.0,1.85
INS-01147,2024-05-09,UAE,Renewable Energy,LV (<1kV),2022,3,4.16,0.4,0.748,35.3,52.3,0.744,0,0,1.0,26,0.0,5283.0,0.00219,100.0,Low,15.0,1.66
INS-01148,2024-04-19,UAE,Industrial,MV (1-35kV),2013,12,3.37,11.0,0.768,27.3,59.1,0.837,3,2,0.98,4,5.88,3898.0,0.00499,72.7,Low,14.2,2.66
INS-01149,2023-07-28,UAE,Power Distribution (MV),HV (35-150kV),2018,7,4.76,66.0,0.884,40.6,37.2,0.766,0,1,1.0,21,0.0,5454.0,0.00314,100.0,Low,15.0,7.14
INS-01150,2023-11-11,UAE,Power Transmission (HV),HV (35-150kV),2011,14,23.1,66.0,0.854,39.0,42.7,0.756,0,2,1.0,31,7.24,4728.0,0.00667,81.3,Low,12.8,39.73
INS-01151,2024-04-08,UAE,Industrial,LV (<1kV),2015,10,0.77,0.4,0.806,29.3,43.0,0.692,4,1,0.878,14,13.77,5134.0,0.0046,77.6,Low,15.0,0.31
INS-01152,2025-12-02,UAE,Industrial,MV (1-35kV),2017,8,0.37,11.0,0.786,33.2,39.7,0.737,0,0,0.785,7,2.94,5360.0,0.00241,100.0,Low,15.0,0.28
INS-01153,2025-12-08,UAE,Construction/Building,LV (<1kV),2016,9,0.72,0.4,0.877,33.7,42.0,0.673,0,0,1.0,35,0.0,5434.0,0.00248,100.0,Low,15.0,0.29
INS-01154,2025-08-27,UAE,Renewable Energy,MV (1-35kV),2019,6,2.04,11.0,0.887,42.2,48.9,0.491,0,1,0.934,21,0.14,4182.0,0.00528,96.1,Low,15.0,1.53
INS-01155,2025-09-08,UAE,Telecommunications,MV (1-35kV),2015,10,0.3,11.0,0.835,45.6,65.1,0.647,2,2,1.0,12,2.54,4905.0,0.00436,84.7,Low,15.0,0.22
INS-01156,2023-12-06,UAE,Power Transmission (HV),HV (35-150kV),2012,13,20.9,66.0,0.82,32.7,32.9,0.622,2,2,0.961,12,17.9,3812.0,0.00677,66.3,Medium,10.4,40.96
INS-01157,2025-06-23,UAE,Construction/Building,HV (35-150kV),2015,10,4.62,66.0,0.806,35.7,48.4,0.815,2,0,0.882,15,0.0,4457.0,0.00474,92.1,Low,15.0,6.93
INS-01158,2025-06-04,UAE,Renewable Energy,HV (35-150kV),2014,11,3.98,66.0,0.893,21.3,62.2,0.621,0,0,0.846,17,12.84,4359.0,0.00189,90.0,Low,15.0,5.97
INS-01159,2025-08-30,UAE,Renewable Energy,HV (35-150kV),2001,24,4.73,66.0,0.74,36.5,49.6,0.79,0,1,0.869,19,28.82,3067.0,0.00651,54.5,Medium,9.4,9.74
INS-01160,2024-07-13,UAE,Telecommunications,MV (1-35kV),2010,15,4.79,11.0,0.769,34.3,29.5,0.567,0,3,1.0,31,18.77,4480.0,0.00718,68.7,Medium,14.4,3.74
INS-01161,2023-04-20,UAE,Renewable Energy,HV (35-150kV),2011,14,2.52,66.0,0.856,36.0,34.6,1.0,4,3,0.683,9,21.71,3880.0,0.00794,47.5,High,8.2,5.49
INS-01162,2023-02-04,UAE,Power Distribution (MV),MV (1-35kV),2013,12,1.09,11.0,0.747,40.3,44.7,0.631,0,1,1.0,26,6.86,4358.0,0.00411,89.4,Low,15.0,0.82
INS-01163,2024-05-19,UAE,Construction/Building,LV (<1kV),2020,5,2.88,0.4,0.799,39.2,42.3,0.72,1,2,0.731,26,5.62,4534.0,0.00487,86.4,Low,15.0,1.15
INS-01164,2025-11-13,UAE,Power Transmission (HV),LV (<1kV),2012,13,41.24,0.4,0.825,44.9,53.5,0.734,0,1,1.0,26,12.56,5023.0,0.00425,87.9,Low,13.8,17.82
INS-01165,2025-06-26,UAE,Power Distribution (MV),MV (1-35kV),2014,11,7.85,11.0,0.922,30.9,57.5,0.621,0,2,0.807,16,8.86,4578.0,0.00535,80.5,Low,14.5,6.08
INS-01166,2024-06-11,UAE,Power Transmission (HV),LV (<1kV),2010,15,35.05,0.4,0.911,37.6,48.6,0.654,3,2,1.0,13,15.67,4424.0,0.00498,65.7,Medium,10.3,18.41
INS-01167,2024-08-16,UAE,Construction/Building,LV (<1kV),2014,11,4.36,0.4,0.796,34.8,40.6,0.708,0,2,0.951,15,7.02,5414.0,0.00521,89.1,Low,15.0,1.74
INS-01168,2023-06-14,UAE,Power Transmission (HV),EHV (>150kV),2016,9,6.67,220.0,0.576,43.9,51.9,0.571,0,0,0.869,2,10.95,4628.0,0.00291,97.7,Low,15.0,18.34
INS-01169,2025-02-28,UAE,Renewable Energy,MV (1-35kV),2018,7,1.59,11.0,0.722,29.3,40.8,0.796,0,0,1.0,23,0.0,5193.0,0.00112,100.0,Low,15.0,1.19
INS-01170,2024-08-29,UAE,Power Transmission (HV),EHV (>150kV),2018,7,18.38,220.0,0.883,30.0,40.5,0.843,2,2,0.843,31,10.1,4304.0,0.00499,78.4,Low,12.3,59.64
INS-01171,2024-05-11,UAE,Power Transmission (HV),MV (1-35kV),2022,3,15.05,11.0,0.599,32.6,51.0,0.68,0,0,1.0,6,0.0,6024.0,0.00183,100.0,Low,15.0,11.29
INS-01172,2023-08-28,UAE,Power Transmission (HV),LV (<1kV),2006,19,31.32,0.4,0.773,26.1,54.8,0.715,0,1,1.0,8,23.99,4738.0,0.00564,73.3,Low,11.5,15.45
INS-01173,2023-03-14,UAE,Telecommunications,EHV (>150kV),2014,11,2.59,220.0,0.749,35.2,40.7,0.734,1,2,0.97,10,5.42,4311.0,0.00552,81.9,Low,15.0,7.12
INS-01174,2024-08-14,UAE,Construction/Building,MV (1-35kV),2009,16,4.3,11.0,0.845,33.8,45.4,0.793,0,1,1.0,34,9.73,5080.0,0.0057,85.0,Low,15.0,3.22
INS-01175,2025-09-09,UAE,Industrial,LV (<1kV),2011,14,4.28,0.4,0.627,39.7,51.4,0.481,0,1,0.963,33,7.02,4337.0,0.00424,87.4,Low,15.0,1.71
INS-01176,2024-04-24,UAE,Power Distribution (MV),MV (1-35kV),2019,6,7.82,11.0,0.776,33.2,60.9,0.767,1,1,1.0,10,0.0,5551.0,0.00476,100.0,Low,15.0,5.86
INS-01177,2023-10-22,UAE,Renewable Energy,MV (1-35kV),2015,10,2.63,11.0,0.821,39.9,56.6,0.79,0,2,0.854,19,11.77,4489.0,0.00646,80.9,Low,14.0,2.1
INS-01178,2023-01-30,UAE,Renewable Energy,MV (1-35kV),2018,7,1.48,11.0,0.762,35.1,51.4,0.575,0,1,1.0,23,5.93,5451.0,0.00283,100.0,Low,15.0,1.11
INS-01179,2023-05-02,UAE,Power Distribution (MV),LV (<1kV),2014,11,2.03,0.4,0.812,37.4,45.3,0.738,0,1,0.882,11,4.8,4114.0,0.00181,89.2,Low,15.0,0.81
INS-01180,2023-01-28,UAE,Power Distribution (MV),MV (1-35kV),2014,11,7.35,11.0,0.823,31.3,55.0,0.688,0,1,0.792,13,1.91,4557.0,0.00708,88.7,Low,15.0,5.51
INS-01181,2024-08-17,UAE,Construction/Building,MV (1-35kV),2022,3,1.74,11.0,0.859,37.7,52.8,0.808,2,1,0.85,15,0.0,5062.0,0.00301,98.4,Low,15.0,1.3
INS-01182,2025-10-13,UAE,Power Distribution (MV),LV (<1kV),2019,6,5.75,0.4,0.809,35.6,46.7,0.785,0,1,0.866,1,1.08,5263.0,0.00512,100.0,Low,15.0,2.3
INS-01183,2024-06-23,UAE,Construction/Building,MV (1-35kV),2009,16,4.69,11.0,0.821,35.5,43.5,0.842,2,0,0.753,28,8.76,3789.0,0.00607,74.4,Low,15.0,3.52
INS-01184,2023-02-08,UAE,Power Distribution (MV),EHV (>150kV),2012,13,8.06,220.0,0.656,36.4,63.6,0.653,2,1,0.88,8,6.64,4103.0,0.00555,79.5,Low,14.3,23.2
INS-01185,2025-11-03,UAE,Construction/Building,MV (1-35kV),2013,12,0.63,11.0,0.779,34.4,37.6,0.612,0,0,1.0,29,3.68,4198.0,0.00324,95.3,Low,15.0,0.47
INS-01186,2025-02-17,UAE,Telecommunications,HV (35-150kV),2015,10,4.21,66.0,0.802,33.5,38.0,0.592,0,2,0.732,8,8.66,5308.0,0.00539,85.5,Low,15.0,6.32
INS-01187,2024-09-25,UAE,Industrial,LV (<1kV),2002,23,4.09,0.4,0.773,35.9,48.4,0.859,0,1,0.897,8,23.04,4122.0,0.0056,64.4,Medium,12.6,1.9
INS-01188,2023-12-14,UAE,Telecommunications,MV (1-35kV),2014,11,1.8,11.0,0.748,35.7,45.4,0.505,0,0,0.91,28,10.07,4445.0,0.00387,93.2,Low,15.0,1.35
INS-01189,2024-12-07,UAE,Renewable Energy,LV (<1kV),2010,15,3.04,0.4,0.797,28.7,52.2,0.674,1,0,1.0,23,16.91,5598.0,0.00476,88.2,Low,15.0,1.22
INS-01190,2023-07-25,UAE,Power Transmission (HV),MV (1-35kV),2013,12,23.63,11.0,0.709,43.3,48.4,0.64,1,0,0.72,27,3.21,4470.0,0.00414,90.0,Low,14.2,18.67
INS-01191,2023-05-20,UAE,Power Distribution (MV),HV (35-150kV),2014,11,2.32,66.0,0.938,34.7,62.8,0.693,0,1,0.929,32,10.43,4072.0,0.00384,84.6,Low,15.0,3.48
INS-01192,2023-10-31,UAE,Power Transmission (HV),HV (35-150kV),2014,11,40.88,66.0,0.467,31.8,30.9,0.74,0,0,0.588,19,6.37,3820.0,0.00472,89.5,Low,14.1,65.0
INS-01193,2024-01-24,UAE,Construction/Building,LV (<1kV),2015,10,4.68,0.4,0.569,27.0,41.9,0.811,3,1,0.779,20,8.14,5484.0,0.00334,86.7,Low,15.0,1.87
INS-01194,2025-09-22,UAE,Industrial,MV (1-35kV),2010,15,4.72,11.0,1.0,35.1,35.5,0.732,0,2,0.773,33,14.33,4437.0,0.00379,71.7,Low,14.0,3.78
INS-01195,2024-06-28,UAE,Power Distribution (MV),MV (1-35kV),2009,16,7.04,11.0,0.607,36.1,43.7,0.804,0,2,0.989,9,9.05,4202.0,0.00679,77.7,Low,14.0,5.63
INS-01196,2024-07-29,UAE,Telecommunications,MV (1-35kV),2018,7,2.26,11.0,0.938,28.5,50.4,0.697,0,1,1.0,32,6.06,4079.0,0.00317,93.0,Low,15.0,1.69
INS-01197,2025-04-07,UAE,Renewable Energy,LV (<1kV),2012,13,2.1,0.4,0.74,37.5,58.4,0.634,1,1,0.78,33,8.87,4114.0,0.00371,80.0,Low,13.8,0.91
INS-01198,2024-12-05,UAE,Power Transmission (HV),EHV (>150kV),2016,9,36.28,220.0,0.729,28.5,53.2,0.768,0,3,0.835,21,8.86,4788.0,0.00496,81.5,Low,12.8,114.4
INS-01199,2024-12-03,UAE,Construction/Building,MV (1-35kV),2010,15,4.68,11.0,0.791,41.5,41.7,0.809,1,1,0.842,3,18.05,3641.0,0.00416,70.8,Low,15.0,3.51
INS-01200,2024-01-20,UAE,Industrial,LV (<1kV),2013,12,3.28,0.4,0.72,39.1,40.6,0.876,2,0,1.0,2,7.81,5156.0,0.00379,92.4,Low,15.0,1.31
INS-01201,2024-02-23,UAE,Construction/Building,LV (<1kV),2015,10,4.93,0.4,0.936,36.7,47.8,0.606,0,1,0.987,28,4.67,4139.0,0.00228,90.7,Low,15.0,1.97
INS-01202,2025-02-12,UAE,Industrial,EHV (>150kV),2019,6,1.35,220.0,0.901,39.0,36.4,0.718,0,1,0.958,20,3.81,6134.0,0.0034,100.0,Low,15.0,3.71
